student_id,gender,category,age,hostel_status,commute_distance_km,family_income_slab,income_slab_idx,is_first_generation,has_scholarship,fee_payment_delay_days,att_core1,att_core2,att_lab,att_elective,attendance_month_1,attendance_month_2,attendance_month_3,attendance_percentage,attendance_3m_trend,consecutive_absences,attendance_risk_flag,prev_sem_cgpa,current_cgpa,cgpa_delta,backlog_count,internal_exam_score_pct,stem_core_fail_flag,lms_logins_per_week,assignment_submission_lag_days,resource_access_count,days_since_last_lms_activity,forum_participation_count,ground_truth_risk_prob,is_dropout
IND_2026_0320,Female,General,18.4,Day Scholar,9.1,2-5 LPA,1,0,0,10,72.5,60.7,67.8,70.3,63.0,67.9,60.8,63.9,-1.07,4,1,5.99,6.19,0.2,1,60.1,0,8.1,-4.8,27,14,1,0.8347,1
IND_2026_0321,Female,General,20.1,Day Scholar,4.5,5-8 LPA,2,0,0,2,74.0,68.8,69.6,64.1,70.7,63.0,66.5,66.3,-2.1,4,1,9.14,9.23,0.09,0,84.3,0,5.7,-2.3,32,9,3,0.1108,0
IND_2026_0322,Male,OBC,22.7,Day Scholar,16.0,5-8 LPA,2,0,0,3,45.6,38.3,48.1,32.2,37.5,42.1,35.6,38.3,-0.96,19,1,7.71,6.87,-0.84,1,75.2,1,5.9,2.7,30,18,0,0.9823,1
IND_2026_0323,Male,General,21.2,Day Scholar,8.1,2-5 LPA,1,0,0,12,88.9,100.0,100.0,96.9,88.6,98.7,100.0,96.7,5.71,0,0,9.17,9.69,0.52,0,92.7,0,6.1,-1.2,30,1,7,0.0249,0
IND_2026_0324,Male,OBC,20.3,Day Scholar,6.8,2-5 LPA,1,0,0,2,78.9,80.6,81.9,70.1,64.7,73.0,86.8,76.4,11.06,2,0,7.12,6.85,-0.27,0,61.5,0,11.0,3.2,47,11,4,0.1484,0
IND_2026_0325,Female,SC,19.5,Day Scholar,16.9,2-5 LPA,1,1,0,14,96.6,100.0,86.4,89.8,100.0,95.8,86.9,93.3,-6.55,0,0,7.92,7.42,-0.5,0,69.0,0,4.7,2.2,72,6,0,0.3653,0
IND_2026_0326,Female,General,19.6,Day Scholar,24.0,2-5 LPA,1,0,1,6,67.4,81.1,88.3,71.8,69.2,71.4,80.7,74.6,5.71,2,1,7.62,6.97,-0.65,0,66.7,1,6.6,-0.2,28,9,1,0.1293,0
IND_2026_0327,Female,OBC,17.5,Hosteler,0.5,2-5 LPA,1,1,0,11,55.2,65.3,74.2,72.1,64.9,68.3,63.3,65.5,-0.81,4,1,6.33,5.76,-0.57,0,55.6,0,1.3,-0.7,42,10,2,0.6109,1
IND_2026_0328,Male,General,20.4,Hosteler,0.5,2-5 LPA,1,0,0,3,83.6,80.7,91.3,77.2,82.8,75.6,80.2,79.2,-1.33,2,0,7.0,6.7,-0.3,0,65.8,0,6.5,-3.0,30,8,1,0.1003,0
IND_2026_0329,Female,ST,21.2,Hosteler,0.5,5-8 LPA,2,0,1,2,58.0,57.1,59.9,64.3,60.9,70.5,59.3,63.6,-0.8,11,1,5.54,5.39,-0.15,1,51.2,0,4.4,-1.1,21,16,5,0.7887,1
IND_2026_0330,Male,General,18.1,Hosteler,0.5,5-8 LPA,2,0,0,4,56.3,73.0,61.0,71.4,60.1,64.7,60.8,62.0,0.36,10,1,7.89,7.93,0.04,2,68.4,0,8.6,-1.6,97,13,2,0.4655,0
IND_2026_0331,Female,OBC,19.2,Hosteler,0.5,<2 LPA,0,1,1,0,94.6,98.1,99.9,97.1,100.0,93.5,82.6,90.7,-8.71,1,0,8.27,8.6,0.33,0,80.0,0,7.1,-3.1,30,5,5,0.0426,0
IND_2026_0332,Male,OBC,18.6,Day Scholar,5.6,2-5 LPA,1,0,0,0,83.6,82.9,84.3,75.9,86.9,75.9,77.4,79.2,-4.73,2,0,8.59,9.33,0.74,0,91.7,0,10.0,-3.7,26,9,1,0.0669,0
IND_2026_0333,Female,OBC,18.8,Day Scholar,10.2,>8 LPA,3,0,0,6,80.0,81.2,87.1,85.7,86.7,85.7,75.5,81.9,-5.58,2,0,8.13,7.95,-0.18,0,72.2,0,5.2,-0.5,48,9,3,0.177,0
IND_2026_0334,Female,SC,20.2,Hosteler,0.5,<2 LPA,0,1,1,2,46.0,64.9,63.6,56.6,41.8,53.9,73.4,58.7,15.79,10,1,7.02,6.55,-0.47,1,65.6,0,5.0,3.5,39,12,5,0.3253,0
IND_2026_0335,Male,SC,17.5,Day Scholar,9.0,>8 LPA,3,0,1,4,92.4,73.2,84.8,97.3,66.9,78.0,90.5,80.2,11.81,1,0,9.37,9.48,0.11,0,90.2,0,7.4,0.3,63,8,1,0.0095,0
IND_2026_0336,Female,OBC,20.9,Hosteler,0.5,<2 LPA,0,1,1,2,88.6,92.7,85.6,82.8,74.3,84.0,86.1,82.4,5.88,2,0,8.45,9.13,0.68,1,85.6,0,8.8,-2.4,115,9,5,0.0556,0
IND_2026_0337,Male,SC,21.1,Day Scholar,9.7,2-5 LPA,1,1,1,2,59.8,60.8,67.9,64.7,57.9,64.4,58.1,60.2,0.08,11,1,9.14,8.82,-0.32,2,89.8,0,7.4,1.3,28,7,0,0.2471,0
IND_2026_0338,Female,EWS,19.8,Hosteler,0.5,2-5 LPA,1,0,1,0,86.9,80.9,91.6,88.7,85.0,91.2,78.8,84.7,-3.13,0,0,9.23,9.53,0.3,0,81.8,0,9.5,-1.1,37,4,2,0.0183,0
IND_2026_0339,Male,OBC,17.5,Day Scholar,9.3,<2 LPA,0,1,0,17,80.4,74.1,80.9,75.6,76.8,78.4,78.2,77.9,0.71,2,0,7.02,6.35,-0.67,0,56.9,0,6.9,-0.8,79,8,1,0.449,0
IND_2026_0340,Female,OBC,18.8,Hosteler,0.5,>8 LPA,3,1,0,7,76.0,73.7,90.9,78.9,70.3,83.4,94.2,84.4,11.94,1,0,7.74,7.57,-0.17,0,78.1,0,8.5,-1.5,66,7,2,0.0302,0
IND_2026_0341,Male,General,21.7,Day Scholar,33.3,2-5 LPA,1,0,1,2,80.1,81.7,87.2,78.2,79.4,79.1,73.2,76.8,-3.12,1,0,8.28,8.82,0.54,0,92.9,0,5.6,-1.9,63,7,3,0.0421,0
IND_2026_0342,Female,SC,17.5,Hosteler,0.5,>8 LPA,3,0,1,3,75.9,78.1,92.2,85.5,100.0,85.2,78.1,86.0,-10.96,1,0,5.59,4.93,-0.66,0,58.3,0,6.9,0.9,28,9,7,0.1903,0
IND_2026_0343,Female,OBC,19.6,Day Scholar,6.2,2-5 LPA,1,1,0,2,81.5,82.8,85.2,88.0,76.2,83.6,86.6,83.0,5.21,1,0,5.62,6.42,0.8,0,61.2,0,9.8,-0.6,66,12,4,0.1039,0
IND_2026_0344,Female,OBC,18.6,Hosteler,0.5,>8 LPA,3,0,0,5,88.7,100.0,91.1,95.9,88.3,100.0,100.0,97.1,5.87,0,0,5.38,6.16,0.78,1,60.8,0,3.8,-2.9,61,5,4,0.0362,0
IND_2026_0345,Female,General,21.1,Day Scholar,5.7,>8 LPA,3,0,0,0,86.6,89.6,96.7,88.1,87.9,93.5,100.0,94.7,6.06,2,0,7.05,7.21,0.16,0,72.6,0,8.5,-3.2,49,9,3,0.0911,0
IND_2026_0346,Female,ST,19.2,Day Scholar,13.1,2-5 LPA,1,0,1,0,91.4,80.0,82.5,77.2,75.9,78.2,85.5,80.5,4.79,1,0,6.73,6.49,-0.24,0,68.0,0,7.9,-0.2,30,12,7,0.0785,0
IND_2026_0347,Female,OBC,20.6,Day Scholar,6.7,<2 LPA,0,0,0,18,69.9,62.4,73.0,58.3,65.7,68.9,71.1,69.0,2.7,2,1,5.19,5.89,0.7,0,57.5,0,8.7,0.6,37,11,3,0.2477,0
IND_2026_0348,Male,SC,20.8,Day Scholar,4.2,5-8 LPA,2,0,0,9,92.3,89.0,92.4,100.0,92.0,94.1,90.8,92.2,-0.61,0,0,7.41,8.48,1.07,0,85.2,0,9.4,-2.5,100,4,3,0.0667,0
IND_2026_0349,Female,General,22.5,Day Scholar,10.9,2-5 LPA,1,1,0,4,49.0,75.2,65.0,55.3,70.9,53.9,55.1,58.7,-7.9,5,1,7.07,6.61,-0.46,2,65.1,1,5.8,-2.7,21,20,3,0.8256,1
IND_2026_0350,Male,EWS,19.8,Hosteler,0.5,>8 LPA,3,0,1,1,77.4,85.2,80.8,85.7,91.9,73.8,79.0,80.4,-6.42,1,0,8.86,9.06,0.2,0,88.7,0,8.6,1.1,32,4,6,0.0241,0
IND_2026_0351,Female,General,20.6,Hosteler,0.5,2-5 LPA,1,1,0,20,78.4,74.1,74.5,75.5,76.4,79.3,80.2,78.9,1.85,0,0,9.95,9.76,-0.19,0,88.1,0,6.5,0.5,36,3,3,0.0219,0
IND_2026_0352,Male,General,18.2,Hosteler,0.5,2-5 LPA,1,0,0,3,86.1,81.6,93.8,85.0,81.2,91.0,80.0,84.1,-0.61,2,0,7.84,8.13,0.29,0,75.6,0,6.7,-5.8,37,6,7,0.1967,0
IND_2026_0353,Male,ST,21.6,Hosteler,0.5,<2 LPA,0,1,1,0,72.0,84.7,85.1,82.1,87.3,79.9,87.3,84.7,0.01,2,0,6.22,6.16,-0.06,0,55.9,0,3.9,2.1,39,8,2,0.6489,1
IND_2026_0354,Male,ST,19.1,Day Scholar,12.5,5-8 LPA,2,0,0,3,44.2,43.7,47.0,35.5,44.2,43.4,39.9,42.2,-2.13,13,1,8.11,7.25,-0.86,3,62.9,0,8.1,-0.4,50,15,7,0.7072,1
IND_2026_0355,Male,General,19.4,Day Scholar,13.5,>8 LPA,3,0,0,1,50.6,46.1,56.2,39.6,54.7,46.8,39.1,45.7,-7.8,13,1,7.21,7.29,0.08,3,61.0,0,6.2,0.4,41,11,7,0.8343,1
IND_2026_0356,Male,OBC,20.1,Day Scholar,13.1,<2 LPA,0,1,0,34,83.0,78.2,82.9,85.4,61.5,74.2,82.7,74.4,10.57,3,1,6.86,6.8,-0.06,0,62.5,0,4.6,1.7,40,11,1,0.5399,1
IND_2026_0357,Female,SC,18.1,Day Scholar,8.9,5-8 LPA,2,1,1,3,53.9,52.6,65.0,56.6,45.0,59.0,70.0,59.9,12.51,7,1,5.99,5.14,-0.85,1,47.5,0,5.6,3.8,36,12,3,0.6149,1
IND_2026_0358,Female,ST,20.4,Day Scholar,6.7,>8 LPA,3,0,1,3,79.9,88.1,98.6,99.3,94.8,88.2,88.4,89.9,-3.22,2,0,6.55,6.31,-0.24,0,60.5,0,9.2,1.1,55,7,6,0.1189,0
IND_2026_0359,Male,OBC,21.4,Day Scholar,11.0,<2 LPA,0,1,1,2,81.8,89.8,94.7,95.5,90.5,83.4,84.8,85.7,-2.87,0,0,6.95,7.27,0.32,0,71.8,0,9.1,-0.7,20,6,3,0.0652,0
IND_2026_0360,Female,OBC,20.5,Day Scholar,8.8,<2 LPA,0,1,0,19,34.6,34.7,50.6,36.3,47.6,39.9,36.5,40.5,-5.56,15,1,8.33,7.13,-1.2,3,68.7,0,3.2,-2.9,52,14,2,0.9925,1
IND_2026_0361,Female,SC,18.0,Hosteler,0.5,5-8 LPA,2,0,1,7,83.2,82.8,84.5,79.7,79.3,78.2,90.2,83.2,5.45,0,0,7.92,8.24,0.32,0,77.0,0,1.2,-5.9,31,7,4,0.0265,0
IND_2026_0362,Male,SC,19.9,Day Scholar,5.4,5-8 LPA,2,0,0,3,27.2,43.5,40.2,41.8,37.1,39.0,48.8,42.4,5.83,9,1,9.76,8.22,-1.54,2,73.5,0,6.4,1.7,28,12,0,0.7823,1
IND_2026_0363,Male,SC,21.1,Day Scholar,8.2,<2 LPA,0,1,0,46,92.9,85.6,97.5,85.5,100.0,98.8,90.7,95.9,-4.64,0,0,8.14,8.97,0.83,0,89.6,0,6.6,0.9,58,4,3,0.0956,0
IND_2026_0364,Male,OBC,17.7,Hosteler,0.5,5-8 LPA,2,1,0,2,73.1,65.2,71.4,61.3,60.5,62.9,67.7,64.2,3.62,6,1,7.79,7.04,-0.75,3,66.4,0,7.3,-2.3,36,16,3,0.6425,1
IND_2026_0365,Female,General,18.7,Hosteler,0.5,2-5 LPA,1,1,0,4,85.6,76.3,87.1,87.7,86.4,83.9,85.7,85.2,-0.38,2,0,6.77,7.05,0.28,0,64.8,0,8.9,-1.8,52,7,3,0.0336,0
IND_2026_0366,Male,ST,21.2,Day Scholar,6.0,>8 LPA,3,0,1,6,98.0,96.4,100.0,87.1,94.3,93.7,95.6,94.6,0.65,1,0,5.75,6.09,0.34,0,56.9,0,9.2,-2.4,45,6,2,0.0435,0
IND_2026_0367,Female,ST,20.5,Day Scholar,5.1,>8 LPA,3,0,1,0,69.1,77.6,82.7,74.7,71.3,78.5,84.6,79.1,6.62,0,0,6.4,7.28,0.88,0,65.5,0,10.3,-2.3,36,7,2,0.0131,0
IND_2026_0368,Female,SC,20.6,Day Scholar,19.2,5-8 LPA,2,0,1,1,74.7,94.5,88.6,81.1,74.6,87.6,92.0,86.1,8.68,0,0,6.22,6.57,0.35,0,59.8,0,9.3,1.3,81,7,2,0.0723,0
IND_2026_0369,Male,General,22.5,Day Scholar,9.2,2-5 LPA,1,1,1,6,100.0,100.0,100.0,100.0,100.0,93.7,89.8,93.7,-5.11,1,0,3.61,4.95,1.34,0,44.2,0,9.9,-0.3,53,7,2,0.1378,0
IND_2026_0370,Female,General,20.7,Hosteler,0.5,2-5 LPA,1,1,0,12,92.1,85.6,94.7,76.6,88.3,85.9,94.4,89.9,3.02,0,0,5.79,6.41,0.62,0,59.5,0,9.7,-1.6,47,9,2,0.1278,0
IND_2026_0371,Female,SC,21.0,Hosteler,0.5,2-5 LPA,1,0,0,0,91.2,79.4,95.3,92.1,90.5,89.3,94.5,91.7,2.03,1,0,9.44,10.0,0.56,0,98.3,0,11.6,3.6,71,4,3,0.0121,0
IND_2026_0372,Male,General,23.6,Day Scholar,15.0,<2 LPA,0,0,1,0,81.7,84.2,96.0,84.6,93.2,88.6,85.8,88.6,-3.7,1,0,7.72,7.97,0.25,0,77.8,0,7.5,-4.7,33,7,7,0.0076,0
IND_2026_0373,Male,EWS,19.8,Day Scholar,5.0,5-8 LPA,2,0,1,1,69.8,62.5,67.3,62.7,67.6,64.2,74.8,69.3,3.6,4,1,6.67,6.68,0.01,1,71.2,0,3.5,0.6,99,10,1,0.0751,0
IND_2026_0374,Male,OBC,19.1,Day Scholar,10.6,<2 LPA,0,1,1,2,84.8,100.0,94.5,87.7,85.3,86.1,97.0,90.3,5.82,2,0,7.76,8.69,0.93,0,88.6,0,12.9,-4.1,29,3,5,0.0063,0
IND_2026_0375,Male,SC,20.7,Day Scholar,11.2,2-5 LPA,1,1,0,10,98.4,91.2,98.6,93.9,91.8,92.0,92.0,91.9,0.1,2,0,4.47,5.3,0.83,0,60.1,0,6.6,-1.2,41,9,4,0.3271,0
IND_2026_0376,Male,ST,20.7,Hosteler,0.5,<2 LPA,0,1,1,16,100.0,93.0,92.1,91.0,91.7,84.8,81.4,85.2,-5.14,0,0,7.59,8.08,0.49,0,79.6,0,9.9,-1.2,39,5,3,0.0691,0
IND_2026_0377,Female,OBC,19.4,Day Scholar,20.2,2-5 LPA,1,0,0,1,70.7,66.2,77.6,67.0,77.2,61.9,63.7,66.5,-6.74,6,1,8.99,8.63,-0.36,0,84.7,0,5.8,0.8,36,14,3,0.2039,0
IND_2026_0378,Male,General,18.8,Hosteler,0.5,2-5 LPA,1,0,1,5,69.7,72.5,71.2,79.1,78.7,77.3,65.5,73.0,-6.57,5,1,7.03,6.91,-0.12,0,63.2,0,8.3,-1.3,31,8,4,0.213,0
IND_2026_0379,Male,OBC,23.1,Hosteler,0.5,5-8 LPA,2,0,0,1,69.1,84.1,81.6,91.2,85.7,81.8,79.5,81.8,-3.13,0,0,4.72,5.4,0.68,0,55.4,0,1.2,-1.4,26,8,5,0.3088,0
IND_2026_0380,Female,OBC,20.5,Hosteler,0.5,5-8 LPA,2,0,0,1,53.5,69.7,70.7,67.4,65.1,68.2,65.6,66.4,0.24,5,1,6.62,7.01,0.39,0,63.3,0,5.3,-1.2,64,10,2,0.4341,0
IND_2026_0381,Male,OBC,19.1,Hosteler,0.5,<2 LPA,0,0,1,15,66.4,58.7,64.5,51.2,56.4,57.1,65.8,60.4,4.7,11,1,8.99,8.36,-0.63,1,72.1,0,6.3,-3.2,23,8,2,0.5209,1
IND_2026_0382,Female,OBC,21.3,Day Scholar,4.5,>8 LPA,3,0,0,3,86.9,87.3,96.3,94.6,93.9,94.3,99.6,96.3,2.85,1,0,7.56,7.76,0.2,0,81.4,0,8.8,-0.3,73,12,2,0.0246,0
IND_2026_0383,Female,ST,20.0,Hosteler,0.5,>8 LPA,3,0,1,0,84.8,95.9,92.6,88.5,88.7,86.1,79.7,84.2,-4.54,1,0,5.21,5.03,-0.18,1,41.5,0,8.2,0.1,49,13,2,0.3287,0
IND_2026_0384,Male,OBC,19.8,Hosteler,0.5,2-5 LPA,1,1,0,2,34.0,28.4,37.0,22.3,33.4,19.4,21.7,23.8,-5.85,14,1,9.95,9.04,-0.91,2,88.1,0,3.0,1.0,27,18,1,0.9717,1
IND_2026_0385,Male,General,20.8,Day Scholar,8.9,5-8 LPA,2,0,0,3,100.0,90.3,93.5,79.8,85.4,88.2,98.9,91.8,6.78,1,0,5.44,5.44,0.0,1,47.3,0,7.9,-1.0,50,12,5,0.2251,0
IND_2026_0386,Female,OBC,18.4,Day Scholar,21.2,2-5 LPA,1,1,0,4,69.9,55.5,72.3,54.9,72.1,70.6,73.6,72.2,0.77,6,1,6.86,7.16,0.3,0,73.7,0,8.9,-1.2,36,7,3,0.5466,1
IND_2026_0387,Female,OBC,20.6,Hosteler,0.5,<2 LPA,0,1,1,2,85.6,91.5,92.8,86.5,84.4,89.5,87.3,87.4,1.46,1,0,5.75,6.31,0.56,0,66.3,0,11.5,1.6,25,8,3,0.0737,0
IND_2026_0388,Female,General,22.6,Hosteler,0.5,2-5 LPA,1,1,0,2,71.1,71.2,78.3,70.8,73.8,63.5,72.1,69.5,-0.86,2,1,5.75,5.37,-0.38,0,53.7,0,7.0,2.1,21,10,0,0.8076,1
IND_2026_0389,Male,General,20.7,Hosteler,0.5,<2 LPA,0,1,1,3,77.2,81.6,80.3,70.7,77.6,80.8,85.4,81.8,3.9,0,0,6.57,7.44,0.87,0,76.9,0,6.1,1.9,56,7,1,0.0286,0
IND_2026_0390,Female,SC,19.6,Day Scholar,7.7,>8 LPA,3,0,1,4,76.4,77.6,83.0,85.2,79.7,75.3,88.0,81.5,4.14,0,0,8.09,7.59,-0.5,0,72.1,0,4.5,-0.4,55,10,3,0.0508,0
IND_2026_0391,Female,General,19.4,Hosteler,0.5,>8 LPA,3,0,0,1,75.4,69.8,76.0,72.0,67.9,73.9,71.6,71.5,1.83,6,1,9.01,9.67,0.66,0,99.0,0,11.2,1.4,50,10,3,0.0071,0
IND_2026_0392,Male,EWS,19.6,Hosteler,0.5,5-8 LPA,2,1,1,3,82.8,79.7,87.4,89.2,80.0,81.7,88.3,83.9,4.15,0,0,6.66,7.03,0.37,0,70.5,0,8.4,-2.0,35,6,2,0.063,0
IND_2026_0393,Female,General,19.8,Hosteler,0.5,2-5 LPA,1,0,0,62,71.4,61.1,62.6,59.2,65.7,61.6,50.2,58.0,-7.73,11,1,5.79,4.43,-1.36,1,37.6,0,4.6,-0.0,28,15,3,0.9984,1
IND_2026_0394,Female,General,19.6,Day Scholar,4.9,2-5 LPA,1,1,1,0,64.3,65.1,63.4,52.2,49.8,65.9,73.5,64.9,11.84,9,1,7.87,8.33,0.46,1,79.5,0,3.4,1.7,35,6,3,0.0234,0
IND_2026_0395,Male,SC,21.3,Hosteler,0.5,>8 LPA,3,0,0,3,88.0,79.9,90.1,82.3,81.6,83.0,83.9,83.0,1.14,0,0,7.91,8.55,0.64,0,80.5,0,5.7,0.3,21,5,6,0.0562,0
IND_2026_0396,Male,ST,17.8,Day Scholar,16.4,2-5 LPA,1,0,1,4,56.5,68.1,64.8,65.6,69.3,66.4,60.4,64.7,-4.45,10,1,7.54,7.09,-0.45,1,66.1,0,7.4,-1.2,38,10,4,0.6268,1
IND_2026_0397,Female,General,21.2,Hosteler,0.5,<2 LPA,0,1,1,0,86.0,82.4,85.7,77.0,81.5,81.4,88.3,84.2,3.41,0,0,7.59,7.39,-0.2,0,61.9,0,7.8,-3.5,54,9,4,0.0974,0
IND_2026_0398,Male,General,19.6,Day Scholar,16.5,2-5 LPA,1,0,0,10,85.9,87.4,87.9,78.1,94.1,100.0,88.8,94.1,-2.65,0,0,7.04,6.81,-0.23,0,66.6,0,3.4,-1.8,45,5,3,0.0825,0
IND_2026_0399,Male,General,20.6,Hosteler,0.5,2-5 LPA,1,0,1,4,53.3,52.1,52.1,49.7,42.7,46.1,59.2,50.5,8.24,5,1,7.34,7.81,0.47,1,67.3,0,7.1,-1.9,79,11,2,0.3053,0
IND_2026_0400,Male,OBC,18.6,Hosteler,0.5,2-5 LPA,1,1,0,2,92.5,80.9,94.4,79.4,82.1,86.3,99.2,90.4,8.55,2,0,6.95,6.92,-0.03,0,53.1,0,4.0,2.5,27,5,2,0.1437,0
IND_2026_0401,Male,OBC,21.8,Hosteler,0.5,<2 LPA,0,1,1,1,76.5,77.4,81.4,82.0,81.8,79.8,77.6,79.4,-2.09,2,0,8.7,8.24,-0.46,0,76.6,0,10.0,0.3,32,9,3,0.1293,0
IND_2026_0402,Female,General,21.7,Day Scholar,14.0,2-5 LPA,1,0,0,23,95.5,72.6,87.5,76.2,76.2,84.1,85.0,82.5,4.4,0,0,9.95,10.0,0.05,0,91.2,0,8.6,-3.7,52,6,3,0.0329,0
IND_2026_0403,Female,General,21.3,Day Scholar,9.2,2-5 LPA,1,0,0,11,100.0,86.9,98.7,100.0,94.4,94.5,100.0,96.7,2.82,1,0,7.45,7.26,-0.19,0,64.7,0,6.7,-3.9,51,5,3,0.106,0
IND_2026_0404,Male,OBC,18.1,Hosteler,0.5,<2 LPA,0,1,1,1,84.2,66.0,89.4,60.2,67.6,79.8,89.2,80.5,10.79,1,0,7.19,6.89,-0.3,0,49.9,0,8.7,-2.7,17,9,6,0.1307,0
IND_2026_0405,Female,EWS,21.2,Hosteler,0.5,<2 LPA,0,1,0,61,94.3,88.7,90.7,88.6,89.4,81.3,90.6,87.1,0.6,2,0,7.56,8.31,0.75,0,74.7,0,8.4,-2.8,60,9,7,0.3479,0
IND_2026_0406,Female,OBC,20.6,Day Scholar,5.5,2-5 LPA,1,1,1,32,100.0,99.9,88.6,99.1,92.1,97.4,99.2,96.8,3.54,1,0,6.28,7.03,0.75,0,65.9,0,10.2,-1.9,50,5,5,0.0982,0
IND_2026_0407,Male,OBC,18.0,Day Scholar,6.8,>8 LPA,3,0,0,0,65.9,73.9,74.3,66.3,74.9,73.7,72.4,73.5,-1.22,4,1,8.27,8.06,-0.21,0,73.4,0,7.1,1.3,16,7,3,0.3675,0
IND_2026_0408,Female,General,20.1,Hosteler,0.5,2-5 LPA,1,1,0,1,86.1,81.4,79.0,74.7,79.0,82.8,73.0,77.9,-3.04,1,0,7.82,7.9,0.08,0,77.0,0,7.3,-3.3,40,7,4,0.1372,0
IND_2026_0409,Male,General,20.6,Hosteler,0.5,5-8 LPA,2,0,0,1,53.3,72.2,59.3,54.4,56.4,51.1,60.7,56.3,2.13,6,1,6.61,5.94,-0.67,1,63.4,0,4.6,5.1,23,16,1,0.6968,1
IND_2026_0410,Female,General,20.8,Day Scholar,9.8,5-8 LPA,2,0,0,0,52.4,58.0,60.2,49.0,61.8,56.8,55.7,57.6,-3.03,7,1,8.46,8.0,-0.46,1,78.6,0,6.7,-2.7,31,16,3,0.652,1
IND_2026_0411,Female,SC,20.3,Day Scholar,7.8,2-5 LPA,1,1,1,3,68.4,60.9,74.1,64.8,77.1,62.8,61.9,66.0,-7.59,2,1,7.23,6.66,-0.57,0,68.4,0,9.4,-3.6,20,21,1,0.7478,1
IND_2026_0412,Female,ST,20.5,Day Scholar,9.5,5-8 LPA,2,0,1,0,87.7,76.9,90.5,69.3,83.0,82.6,85.2,83.7,1.12,2,0,5.84,5.8,-0.04,0,60.6,0,5.4,3.0,46,7,1,0.4541,0
IND_2026_0413,Male,ST,22.0,Day Scholar,7.5,5-8 LPA,2,0,0,4,46.1,53.0,59.1,50.3,54.0,54.3,57.3,55.4,1.62,11,1,7.69,6.93,-0.76,2,60.7,1,6.9,2.7,77,10,8,0.9201,1
IND_2026_0414,Female,EWS,21.7,Day Scholar,14.8,2-5 LPA,1,1,0,10,81.0,80.6,96.6,85.7,87.9,85.5,73.4,81.3,-7.25,2,0,7.53,7.36,-0.17,0,72.1,0,5.2,-1.5,47,7,2,0.0787,0
IND_2026_0415,Male,EWS,17.5,Hosteler,0.5,<2 LPA,0,0,0,46,92.6,89.0,94.6,88.5,96.7,87.8,96.3,93.4,-0.2,1,0,8.54,9.47,0.93,0,94.9,0,4.3,-1.3,19,4,2,0.0746,0
IND_2026_0416,Male,EWS,19.7,Day Scholar,6.9,<2 LPA,0,0,0,15,72.0,78.6,70.6,64.2,75.1,72.9,71.3,72.8,-1.92,6,1,8.36,8.65,0.29,1,80.0,0,7.6,-0.4,49,6,8,0.1613,0
IND_2026_0417,Male,General,19.9,Hosteler,0.5,>8 LPA,3,0,0,1,67.2,67.8,70.3,67.3,64.3,61.4,58.8,61.1,-2.75,6,1,7.05,6.28,-0.77,1,55.7,0,6.3,0.1,32,13,3,0.7008,1
IND_2026_0418,Female,General,17.8,Hosteler,0.5,5-8 LPA,2,0,0,3,100.0,73.9,79.6,86.0,84.9,84.9,79.4,82.7,-2.74,0,0,6.54,6.2,-0.34,0,61.6,0,6.3,-3.7,24,8,5,0.5784,1
IND_2026_0419,Male,General,20.2,Hosteler,0.5,>8 LPA,3,1,0,0,79.3,72.3,77.8,67.5,68.9,80.8,80.5,77.7,5.8,1,0,7.2,7.2,0.0,0,61.0,0,3.7,-6.5,47,9,3,0.0752,0
IND_2026_0420,Female,OBC,21.7,Hosteler,0.5,>8 LPA,3,1,0,2,82.7,84.5,93.2,76.0,88.8,87.7,86.0,87.3,-1.37,2,0,7.71,8.99,1.28,0,80.0,0,8.6,-3.7,71,3,5,0.1801,0
IND_2026_0421,Female,General,18.7,Day Scholar,4.3,<2 LPA,0,1,1,3,82.5,93.6,93.9,81.7,100.0,85.2,81.1,87.3,-9.47,1,0,7.88,7.73,-0.15,0,70.1,0,7.9,2.6,33,7,2,0.1434,0
IND_2026_0422,Male,SC,20.5,Hosteler,0.5,5-8 LPA,2,0,0,2,87.2,95.4,92.4,91.0,90.9,89.6,83.9,87.6,-3.48,2,0,7.62,7.86,0.24,0,76.9,0,5.7,2.6,21,7,4,0.0811,0
IND_2026_0423,Male,OBC,18.9,Hosteler,0.5,2-5 LPA,1,0,0,0,64.3,84.8,69.2,69.9,68.0,80.4,72.8,74.3,2.43,2,1,7.07,7.09,0.02,0,68.4,1,3.8,-1.4,16,9,3,0.4117,0
IND_2026_0424,Male,OBC,19.2,Day Scholar,7.4,5-8 LPA,2,0,0,3,68.6,63.2,69.7,69.3,62.6,72.4,78.9,72.6,8.17,4,1,8.6,8.49,-0.11,0,85.8,0,6.6,-3.3,31,9,0,0.1487,0
IND_2026_0425,Female,General,22.0,Day Scholar,15.6,<2 LPA,0,0,1,0,68.9,63.9,74.2,61.9,57.7,54.3,75.3,63.6,8.78,10,1,6.26,5.77,-0.49,2,50.2,0,6.8,0.5,32,11,3,0.6539,1
IND_2026_0426,Female,General,19.4,Day Scholar,16.1,2-5 LPA,1,0,1,0,45.5,51.5,52.3,39.8,35.0,48.5,60.7,50.0,12.86,4,1,9.95,9.84,-0.11,2,88.6,0,7.5,0.0,32,9,5,0.0388,0
